James_Day2Original_RedVsBlack,NaiveBayes
No Parameter Info
1.0
0,0,,1.0,0.0
0,0,,1.0,0.0
0,0,,1.0,0.0
0,0,,1.0,0.0
0,0,,1.0,0.0
0,0,,1.0,0.0
0,0,,1.0,0.0
0,0,,1.0,0.0
0,0,,1.0,0.0
0,0,,1.0,0.0
0,0,,1.0,0.0
0,0,,1.0,0.0
0,0,,1.0,0.0
0,0,,1.0,0.0
0,0,,1.0,0.0
0,0,,1.0,0.0
0,0,,1.0,0.0
0,0,,1.0,0.0
0,0,,1.0,0.0
0,0,,1.0,0.0
1,1,,0.0,1.0
1,1,,0.0,1.0
1,1,,0.0,1.0
1,1,,0.0,1.0
1,1,,0.0,1.0
1,1,,0.0,1.0
1,1,,0.0,1.0
1,1,,0.0,1.0
1,1,,0.0,1.0
1,1,,0.0,1.0
1,1,,0.0,1.0
1,1,,0.0,1.0
1,1,,0.0,1.0
1,1,,0.0,1.0
1,1,,0.0,1.0
1,1,,0.0,1.0
1,1,,0.0,1.0
1,1,,0.0,1.0
1,1,,0.0,1.0
1,1,,0.0,1.0
